2017-07-18 11:23:49 | 7416 | /index.php | query | f7ceea1ae01bc1ad33835ecf5836881bc4b604f8 | 0.01581 | 0.015898 | SELECT * FROM `iwide_core_admin` WHERE `username` = 'demo_member' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:47:58 | 8463 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.010474 | 0.0105 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:26 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.013135 | 0.013163 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:26 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.011181 | 0.011206 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:26 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.015706 | 0.015731 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:26 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.014477 | 0.014512 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:36 | 8463 | /index.php | query | 023cd997d9700dbac04fba7700c93e68058da0dd | 0.011628 | 0.011652 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:36 | 8463 | /index.php | query | 023cd997d9700dbac04fba7700c93e68058da0dd | 0.01085 | 0.010877 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:37 | 8463 | /index.php | query | 023cd997d9700dbac04fba7700c93e68058da0dd | 0.010896 | 0.010933 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:51:37 | 8463 | /index.php | query | 023cd997d9700dbac04fba7700c93e68058da0dd | 0.013096 | 0.013122 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 17:10:21 | 8462 | /index.php | query | 8385e0a3b92d68d141c3f2a0fff078b0088e5a28 | 0.013725 | 0.013752 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 17:10:21 | 8462 | /index.php | query | 8385e0a3b92d68d141c3f2a0fff078b0088e5a28 | 0.014801 | 0.014828 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 17:10:21 | 8462 | /index.php | query | 8385e0a3b92d68d141c3f2a0fff078b0088e5a28 | 0.014788 | 0.014819 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 17:10:22 | 8462 | /index.php | query | 8385e0a3b92d68d141c3f2a0fff078b0088e5a28 | 0.011163 | 0.011193 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:54 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.01412 | 0.014149 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:54 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.013 | 0.013017 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:55 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.011334 | 0.011362 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:56 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.010294 | 0.010323 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:59 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.008662 | 0.008677 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:59 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.010219 | 0.010233 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:26:59 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.010965 | 0.010991 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:27:00 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.009773 | 0.009803 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:02 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.013147 | 0.013173 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:02 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.013321 | 0.013347 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:02 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.013711 | 0.013736 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:03 | 8463 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.012355 | 0.012382 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:52 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.010691 | 0.010719 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:52 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.009422 | 0.009448 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:52 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.012624 | 0.012642 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:31:53 | 8462 | /index.php | query | 40fb34101f2ad1e1e33d32ee375330e94f97d298 | 0.009764 | 0.00979 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:33:02 | 8463 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.016791 | 0.016808 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:33:02 | 8463 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.012233 | 0.012255 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:33:02 | 8463 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.014578 | 0.014594 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:33:03 | 8463 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.011032 | 0.011063 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:36:32 | 8462 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.010975 | 0.011005 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:36:32 | 8462 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.012156 | 0.012182 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:36:32 | 8462 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.010488 | 0.010514 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 18:36:33 | 8462 | /index.php | query | 2a800a93f40a2e39388cd037935107aa3b33305a | 0.056583 | 0.05661 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
